place,year,lga,state,fpi_score,annual_rainfall_mm,population_exposed_thousands
Bandegi,2022,Gbako,Niger,4.783337116,1772,71
Bani,2022,Bagudo,Kebbi,2.556136608,1830,74
Bansara,2022,Ogoja,Cross River,8.276177406,1199,34
Bara,2022,Kirfi,Bauchi,2.934423208,1855,37
Barakin Ladi,2022,Barkin Ladi,Plateau,4.950430393,668,49
Barasa,2022,Fufure,Adamawa,2.217109203,1998,90
Baro,2022,Agaie,Niger,6.604949474,740,28
Bashar,2022,Wase,Plateau,4.251202106,886,26
BAUCHI,2022,Bauchi,Bauchi,4.087917328,1787,12
Baure,2022,Baure,Katsina,3.92598176,1645,57
Bear Town,2022,Warri North,Delta,7.652416229,1396,50
Bebeji,2022,Bebeji,Kano,4.756091595,916,33
Bele,2022,Bagudo,Kebbi,3.051395416,982,22
Beli,2022,Bali,Taraba,4.841991901,225,100
Bena,2022,Wasagu/Danko,Kebbi,3.633639574,865,21
Beni,2022,Kirfi,Bauchi,3.466694832,1198,20
Beni,2022,Muya,Niger,5.510051727,627,72
BENIN CITY,2022,Oredo,Edo,8.544862747,1317,42
Besse,2022,Koko/Besse,Kebbi,2.94539094,1784,24
Bichi,2022,Bichi,Kano,4.816785812,463,74
Bida,2022,Monguno,Borno,1.109755516,773,31
BIDA,2022,Bida,Niger,5.623280525,1664,30
Bilachi,2022,Fufure,Adamawa,0.972316265,1437,67
BIN YAURI,2022,Ngaski,Kebbi,2.979767799,292,99
Bingi,2022,Bungudu,Zamfara,3.888903856,1822,92
Birnin Bako,2022,Sumaila,Kano,4.416902542,1666,16
Birnin Gwari,2022,Birnin Gwari,Kaduna,5.039918423,1843,63
Birnin Kebbi,2022,Birnin Kebbi,Kebbi,2.891183376,789,9
Birnin Kudu,2022,Birnin Kudu,Jigawa,4.060549259,601,39
Birnin Tudu,2022,Gummi,Zamfara,3.535017729,843,46
Birniwa,2022,Biriniwa,Jigawa,3.226566553,1353,43
Birri,2022,Nafada,Gombe,2.56215167,927,81
Bissaula,2022,Kurmi,Taraba,5.814608097,1652,37
BIU,2022,Biu,Borno,1.509174824,1863,20
Biusare,2022,Gulani,Yobe,2.023263454,1476,25
Bobi,2022,Mariga,Niger,4.361447811,169,34
Boju Ega,2022,Otukpo,Benue,8.628526688,1544,7
Bokanj,2022,Mokwa,Niger,3.812234402,1121,43
Bokkos,2022,Bokkos,Plateau,5.281886101,1873,34
Bopo,2022,Apa,Benue,8.897293091,1479,18
Bornu Kiji,2022,Fune,Yobe,2.290002823,1608,26
Budo-Ago,2022,Itesiwaju,Oyo,4.79933548,403,29
Buga,2022,Toto,Nasarawa,7.443342686,472,52
Bui,2022,Arewa,Kebbi,2.878344536,429,14
BUKURU,2022,Jos South,Plateau,4.727393627,959,46
Bulabulin,2022,Guzamala,Borno,1.510270119,105,61
Bulangu,2022,Kafin Hausa,Jigawa,3.105471373,124,43
Bulkachuwa,2022,Katagum,Bauchi,3.238646746,983,80
Bulofa,2022,Agaie,Niger,6.076638699,1820,73
Buluk Buluk,2022,Yunusari,Yobe,1.583625674,1888,33
Buma,2022,Hawul,Borno,1.623581409,327,24
Bundi,2022,Gubio,Borno,1.04090023,1635,74
Bungudu,2022,Bungudu,Zamfara,3.848408699,986,59
Buni,2022,Gujba,Yobe,1.801069975,711,36
Bunkari,2022,Binji,Sokoto,2.611466646,565,98
Buratai,2022,Biu,Borno,2.051339626,203,99
Burji,2022,Doguwa,Kano,4.301951885,1955,94
Buruku,2022,Chikun,Kaduna,5.015896797,1015,42
Burumburum,2022,Tudun Wada,Kano,4.038085938,1060,71
BURUTU,2022,Burutu,Delta,7.506654739,861,13
Buya,2022,Bagudo,Kebbi,3.059617758,1973,69
CALABAR,2022,Calabar South,Cross River,5.933511257,1103,64
Charati,2022,Lavun,Niger,4.158269405,725,77
Cheranchi,2022,Charanchi,Katsina,4.696513176,148,34
Chibok,2022,Chibok,Borno,1.41459322,1577,91
Chinade,2022,Katagum,Bauchi,3.318186522,1426,66
Chinka,2022,Ibi,Taraba,6.782129765,415,26
Chirawa,2022,Geidam,Yobe,1.176865816,1436,33
Dababe,2022,Toro,Bauchi,4.794018745,1821,44
Dabalam,2022,Tarmuwa,Yobe,2.070534468,1796,54
Dadiya,2022,Balanga,Gombe,2.663000822,1629,96
Dagere,2022,Birnin Kebbi,Kebbi,2.688335657,887,42
Dakingari,2022,Suru,Kebbi,2.294655561,765,73
Dalijam,2022,Rabah,Sokoto,3.222716331,1003,35
Dalla Jorau,2022,Potiskum,Yobe,2.446650505,1676,21
Dalwa West,2022,Konduga,Borno,2.078705311,1919,68
Damaga,2022,Maradun,Zamfara,3.996294975,874,71
DAMATURU,2022,Damaturu,Yobe,1.689274073,990,92
Dambam,2022,Damban,Bauchi,2.781995058,270,50
Dambarta,2022,Dambatta,Kano,4.614081383,713,45
Damboa,2022,Damboa,Borno,1.886830807,839,57
Damola,2022,Ijebu North,Ogun,7.043367863,1838,73
Damshin,2022,Shendam,Plateau,5.812200069,527,33
Dan Dume,2022,Dandume,Katsina,5.053262234,1341,52
Dan Gulbi,2022,Maru,Zamfara,3.771646023,1730,23
Dangara,2022,Kwali,Federal Capital Territory,7.213859558,1544,70
Dange,2022,Dange Shuni,Sokoto,3.345900297,1978,30
Danja,2022,Danja,Katsina,4.347741127,1018,41
Dapchi,2022,Bursari,Yobe,1.481654644,1845,8
Daraga,2022,Maru,Zamfara,4.281824589,247,52
Darana,2022,Bagudo,Kebbi,2.585925817,531,47
Darma Galadima,2022,Illela,Sokoto,2.923621655,1826,97
Daudawa,2022,Faskari,Katsina,4.932923794,449,98
Daura,2022,Daura,Katsina,4.270233631,1007,85
DAURA,2022,Fune,Yobe,2.254193306,968,58
Deba Habe,2022,Yamaltu/Deba,Gombe,2.10004735,600,35
Degema,2022,Akuku-Toru,Rivers,6.150444984,1039,59
Dekala Gwejim,2022,Borgu,Niger,2.565269947,1341,65
Digimsa,2022,Biriniwa,Jigawa,3.572815895,1195,42
Dikwa,2022,Dikwa,Borno,1.538039446,488,71
Dilla,2022,Shomgom,Gombe,2.485560894,455,16
Dipchari,2022,Bama,Borno,0.807738066,1190,48
Dirindaji,2022,Sakaba,Kebbi,3.886390448,639,50
Doili,2022,Gubio,Borno,2.084272861,246,46
Dokan Tofa,2022,Shendam,Plateau,5.341873169,246,16
Doma,2022,Doma,Nasarawa,7.195590496,1915,83
Dong,2022,Demsa,Adamawa,2.756922722,1451,62
Donga,2022,Donga,Taraba,6.470982552,604,35
Doufoumbara,2022,Zurmi,Zamfara,3.844850063,1531,50
Doumbourou,2022,Zurmi,Zamfara,4.200506687,953,48
Duchin Magaji,2022,Mashegu,Niger,3.507401466,827,91
Dudu,2022,Mobbar,Borno,1.366610527,364,90
Dukku,2022,Dukku,Gombe,3.135368109,1769,68
Duku,2022,Rijau,Niger,3.029276371,673,49
Dull,2022,Tafawa Balewa,Bauchi,3.92212081,1757,66
Dumaji,2022,Edu,Kwara,4.776268005,1609,26
Dumburum,2022,Tarmuwa,Yobe,1.727864146,908,71
Dunari,2022,Malam Madori,Jigawa,3.218304396,1867,82
Duni,2022,Atakumosa East,Osun,6.891591549,1990,33
Dure Karguma,2022,Gwoza,Borno,1.14710331,125,92
Duru,2022,Dutse,Jigawa,4.75494957,301,21
Dutsi,2022,Dutsi,Katsina,4.474065781,561,50
Dutsin Ma,2022,Dutsin Ma,Katsina,4.670893669,1940,7
Eban,2022,Mashegu,Niger,3.076056004,610,94
EBUTE METTA,2022,Lagos Mainland,Lagos,7.000588894,1152,90
EDDE,2022,Ede North,Osun,6.338197231,1007,23
Effon-Alaiye,2022,Oriade,Osun,6.422398567,839,71
Egbe,2022,Yagba West,Kogi,5.814773083,1751,14
EHA-AMUFU,2022,Isi Uzo,Enugu,9.13109684,1871,86
Ehor,2022,Uhunmwonde,Edo,8.789331436,793,59
Ejigbo,2022,Ejigbo,Osun,5.903252125,872,17
ENUGU,2022,Enugu North,Enugu,9.450090408,1150,89
ENUGU-EZIKE,2022,Igbo Eze North,Enugu,9.328847885,225,66
Epe,2022,Epe,Lagos,7.102378368,463,16
Eruwa,2022,Ibarapa East,Oyo,5.885601044,1129,27
Esabang,2022,Obubra,Cross River,7.287309647,1440,70
Fagan Kawo,2022,Sule Tankarkar,Jigawa,3.927369118,1995,42
Falali,2022,Sumaila,Kano,4.602561951,503,38
Faskari,2022,Faskari,Katsina,4.52252388,478,12
Fellagi,2022,Mashegu,Niger,2.643332005,206,48
Fika,2022,Fika,Yobe,2.56429863,1260,64
Fokku,2022,Kebbe,Sokoto,3.060125589,489,30
Foniweitoro,2022,Southern Ijaw,Bayelsa,4.990915298,135,96
Forcados,2022,Burutu,Delta,7.4636693,1538,81
Frukama,2022,Bomadi,Delta,7.50891161,1329,56
Fuka,2022,Muya,Niger,5.623026371,1287,7
FUNTUA,2022,Funtua,Katsina,4.197438717,1395,89
Fuskam Mata,2022,Bassa,Plateau,4.228423595,463,81
Gabarin,2022,Darazo,Bauchi,3.33560133,796,70
Gada,2022,Gada,Sokoto,2.465484381,319,54
Gadam,2022,Kwami,Gombe,2.600064278,1374,83
Gadau,2022,Itas/Gadau,Bauchi,3.36562252,249,87
Gadna,2022,Shiroro,Niger,4.884483337,1110,100
Gafiya,2022,Kaita,Katsina,3.534881115,607,76
Gajale,2022,Bebeji,Kano,4.769336224,1055,51
Gajiram,2022,Nganzai,Borno,1.457822561,1215,31
Galadi,2022,Maigatari,Jigawa,3.309835434,1276,17
Galadi,2022,Shinkafi,Zamfara,3.241775036,1077,67
Gamawa,2022,Gamawa,Bauchi,2.862332582,788,87
Gamu,2022,Ganye,Adamawa,4.050762653,1195,14
Gana,2022,Mokwa,Niger,4.399568081,512,84
Ganegi,2022,Edati,Niger,4.833420277,1639,8
Ganga,2022,Chikun,Kaduna,4.331973553,715,60
Gangara,2022,Giwa,Kaduna,4.944582939,1643,17
Ganua,2022,Tambuwal,Sokoto,3.199080706,1355,85
Garki,2022,Garki,Jigawa,4.105243206,1631,21
Garkida,2022,Gombi,Adamawa,1.589859962,614,64
Garko,2022,Garko,Kano,4.496790886,1799,30
Garun Gabbas,2022,Malam Madori,Jigawa,3.299214602,403,67
Garun Kurama,2022,Lere,Kaduna,4.867667198,1216,7
Garunguna,2022,Karasuwa,Yobe,2.427814722,1374,67
Gashagar,2022,Mobbar,Borno,0.895131946,1522,39
Gashua,2022,Bade,Yobe,1.976571083,1918,40
Gaska,2022,Fune,Yobe,2.018344164,1016,70
Gaya,2022,Gaya,Kano,4.542655468,1141,52
Gayar,2022,Alkaleri,Bauchi,3.265764952,1184,84
Gbaki,2022,Mokwa,Niger,4.53698349,553,82
Gberia,2022,Kaiama,Kwara,2.965615988,444,91
GBOKO,2022,Gboko,Benue,7.926826477,764,15
Gbongan,2022,Ayedaade,Osun,6.908642769,1669,50
Geauri,2022,Tsafe,Zamfara,4.887348652,792,5
Geidam,2022,Geidam,Yobe,1.312526464,1804,20
Gereng,2022,Girei,Adamawa,2.650493622,1678,67
Gerkawa,2022,Mikang,Plateau,5.156962395,429,65
Geza,2022,Dandi,Kebbi,3.203087568,1954,80
Gezawa,2022,Gezawa,Kano,4.551089287,1698,49
Gidan Bahagu,2022,Kachia,Kaduna,4.883963108,263,12
Gidan Makera,2022,Illela,Sokoto,2.424658775,1744,96
Gidan Rai,2022,Doma,Nasarawa,7.71667099,1864,17
Gimi,2022,Makarfi,Kaduna,4.706807613,1800,28
Gindiri,2022,Mangu,Plateau,4.971168995,1016,68
Giro,2022,Suru,Kebbi,3.237747431,1938,26
Giro-Masa,2022,Shanga,Kebbi,2.514220238,1429,12
Gitata,2022,Karu,Nasarawa,6.501355648,120,48
Golbembal,2022,Gassol,Taraba,5.245497704,1822,60
GOMBE,2022,Gombe,Gombe,2.433778524,642,21
Goniri,2022,Gujba,Yobe,1.982537508,448,37
Gubber,2022,Tarmuwa,Yobe,2.423860073,389,67
Gubi,2022,Bauchi,Bauchi,3.919411898,1468,35
Gubugbu,2022,Edu,Kwara,4.952234268,1705,17
Gudi,2022,Akwanga,Nasarawa,6.91010952,1540,32
Guga,2022,Bakori,Katsina,4.781429768,586,18
Guidan Kurau,2022,Sabon Birni,Sokoto,2.898149014,1750,12
Gujba,2022,Gujba,Yobe,1.674788594,662,70
Gulani,2022,Gulani,Yobe,2.206362724,1819,99
Gulbin Boka,2022,Mariga,Niger,3.639275789,1531,60
Gulu,2022,Lapai,Niger,6.831634521,961,33
Gulumba Gana,2022,Bama,Borno,1.051900744,1143,42
Guma,2022,Mashi,Katsina,4.06103754,1041,62
GUMEL,2022,Gumel,Jigawa,3.979077101,1109,6
Gummi,2022,Gummi,Zamfara,3.012889862,518,21
Gumsa,2022,Geidam,Yobe,1.300467491,926,35
Gumsi,2022,Machina,Yobe,2.519477129,933,9
Gurai,2022,Magama,Niger,2.356389999,367,49
Gurin,2022,Fufure,Adamawa,1.527811527,1440,20
Gusau,2022,Gusau,Zamfara,4.286597729,632,86
Gwadadi,2022,Rabah,Sokoto,3.534055233,734,88
Gwagwada,2022,Chikun,Kaduna,4.624329567,767,65
Gwanara,2022,Baruten,Kwara,3.259987831,510,73
GWARAM,2022,Gwaram,Jigawa,4.199800014,998,28
Gwasero,2022,Baruten,Kwara,2.425222158,1063,23
Gwashi,2022,Bukkuyum,Zamfara,3.614393711,1454,61
HADEJIA,2022,Hadejia,Jigawa,3.887688875,1711,22
Hamdullahi,2022,Albasu,Kano,4.712567806,179,84
Harbo,2022,Jahun,Jigawa,3.810774565,790,64
Hardo Buba,2022,Biriniwa,Jigawa,3.219071865,312,93
Hong,2022,Hong,Adamawa,1.150066495,170,76
IBADAN,2022,Ibadan North-West,Oyo,6.281251907,865,15
Ibeto,2022,Magama,Niger,2.786454678,233,69
Ibi,2022,Ibi,Taraba,6.892677307,359,34
Ibillo,2022,Akoko Edo,Edo,8.297969818,1071,54
Iboro,2022,Egbado North,Ogun,6.20555687,502,8
Ida,2022,Kagarko,Kaduna,5.820335388,1999,5
Idah,2022,Idah,Kogi,8.787311554,1223,64
Idanre,2022,Idanre,Ondo,7.91938448,1611,43
Idi-lya,2022,Ido,Oyo,6.504480362,1896,43
Idoani,2022,Ose,Ondo,7.946297646,616,50
Idon,2022,Kauru,Kaduna,4.900944233,1297,33
Ifaki,2022,Ido/Osi,Ekiti,6.775807858,508,40
Ife,2022,Yagba East,Kogi,7.53485918,396,60
IFE,2022,Ife East,Osun,6.702170372,1927,92
Iferri,2022,Mariga,Niger,3.451517344,1319,23
Ifon,2022,Ose,Ondo,8.376325607,554,88
Igabi,2022,Igabi,Kaduna,4.77885294,1315,31
Igana,2022,Iwajowa,Oyo,4.760764122,1254,7
Igangan,2022,Ibarapa North,Oyo,5.31004858,820,28
Igbaja,2022,Ifelodun,Kwara,5.748805523,1892,71
Igbara-Odo,2022,Ekiti South-West,Ekiti,7.110097885,1972,23
Igbekhue,2022,Orhionmwon,Edo,8.114936829,939,28
Igbessa,2022,Ado-Odo/Ota,Ogun,6.286390305,356,91
Igbetti,2022,Olorunsogo,Oyo,3.915098429,163,81
Igbo Ora,2022,Ibarapa Central,Oyo,6.05440855,502,7
Igboho,2022,Orelope,Oyo,3.023483753,1500,93
Igbor,2022,Gwer East,Benue,7.879954338,346,67
Igbotako,2022,Okitipupa,Ondo,7.82036972,1522,17
Ignohemwen,2022,Ovia North-East,Edo,7.288746834,653,57
Igumale,2022,Ado,Benue,9.156065941,1896,7
IHIALA,2022,Ihiala,Anambra,8.71895504,457,16
IJEBU-ODE,2022,Ijebu Ode,Ogun,7.599042416,1072,53
Ijero,2022,Ijero,Ekiti,6.200710297,299,16
Ikang,2022,Akpabuyo,Cross River,4.776525497,648,94
Ikara,2022,Ikara,Kaduna,4.605023861,806,40
Ikerre,2022,Ikere,Ekiti,7.925061703,125,54
IKIRE,2022,Isokan,Osun,6.458928108,1642,67
IKIRUN,2022,Ifelodun,Osun,6.465668678,1551,41
IKOM,2022,Ikom,Cross River,6.985377789,1577,16
IKORODU,2022,Ikorodu,Lagos,6.642395973,1238,64
Ikosi,2022,Epe,Lagos,6.613770008,1000,55
Ikot Ubo,2022,Nsit Ubium,Akwa Ibom,5.019300938,1043,84
Ikot-Ekpene,2022,Ikot Ekpene,Akwa Ibom,6.924152851,1617,63
ILA ORANGUN,2022,Ila,Osun,6.388587475,811,44
Ilaro,2022,Egbado South,Ogun,6.272420883,410,57
ILESHA,2022,Ilesa East,Osun,6.898832798,1705,11
Ilesha-Ibariba,2022,Baruten,Kwara,2.468489647,876,26
Illo,2022,Bagudo,Kebbi,2.580085039,1657,25
ILORIN,2022,Ilorin West,Kwara,5.000976086,139,21
Ilumawfin,2022,Epe,Lagos,7.15130949,1527,96
Ilu-Omoba,2022,Gbonyin,Ekiti,7.493058205,1954,19
Imorun,2022,Odigbo,Ondo,6.948215008,488,54
Ingawa,2022,Ingawa,Katsina,5.089203835,768,11
Inyanagu,2022,Warri North,Delta,7.571056366,216,69
Ipetu,2022,Oriade,Osun,7.144378662,684,21
Iporo,2022,Oye,Ekiti,6.547602654,737,13
Iranyin,2022,Surulere,Oyo,5.857767582,634,71
Irele,2022,Irele,Ondo,8.091880798,1232,86
Iri,2022,Rijau,Niger,3.293345928,1675,84
Irrua,2022,Esan Central,Edo,9.003675461,1627,69
ISA,2022,Isa,Sokoto,3.497019291,965,91
Isampo,2022,Bomadi,Delta,7.590192795,770,7
Isanlu-Esa,2022,Yagba West,Kogi,5.787647247,375,92
Ise,2022,Ise/Orun,Ekiti,7.744299412,966,37
ISEYIN,2022,Iseyin,Oyo,5.20042181,1858,15
Ishaga,2022,Oshodi-Isolo,Lagos,6.58705616,1010,65
Itapa,2022,Oye,Ekiti,7.156940937,559,94
Itas,2022,Itas/Gadau,Bauchi,3.663124084,281,62
Itobe,2022,Ofu,Kogi,8.866453171,1670,32
Iwerekun,2022,Ibeju-Lekki,Lagos,6.92180109,156,59
IWO,2022,Iwo,Osun,6.156874657,1607,75
Iyahe,2022,Yala,Cross River,7.868154049,439,14
Izge Rana,2022,Gwoza,Borno,1.790800095,175,42
Izom,2022,Gurara,Niger,6.094696999,323,42
J. Abdullahi,2022,Bali,Taraba,4.723842144,1386,22
Jada,2022,Jada,Adamawa,3.287649393,725,35
Jajibiriri,2022,Yunusari,Yobe,1.604879618,574,39
Jakusko,2022,Jakusko,Yobe,2.677903175,191,34
Jalam,2022,Damban,Bauchi,2.511151791,749,32
JALINGO,2022,Jalingo,Taraba,3.453516722,846,22
JAMAARE,2022,Jama'are,Bauchi,3.553023577,661,44
Jambako,2022,Maradun,Zamfara,3.836679935,105,85
Jarang,2022,Mayo Belwa,Adamawa,3.158598661,1184,68
Jarmowo,2022,Giade,Bauchi,3.117825031,1329,37
JEBBA,2022,Moro,Kwara,3.762875319,242,31
Jega,2022,Jega,Kebbi,3.248744011,1011,89
Jege,2022,Yagba East,Kogi,6.995964527,1232,7
Jen,2022,Lau,Taraba,2.604506493,1725,53
Jere,2022,Kagarko,Kaduna,5.468149185,370,77
Jiberu,2022,Girei,Adamawa,1.884707928,1843,63
Jibiya,2022,Jibia,Katsina,4.52085638,563,75
Jilli,2022,Gubio,Borno,2.038510323,1395,77
Jima,2022,Gbako,Niger,5.165245533,1453,44
Jimeta,2022,Yola North,Adamawa,2.12190938,1251,20
Jinjere,2022,Kogi,Kogi,8.415541649,381,82
JOS,2022,Jos North,Plateau,4.393528461,319,41
KABBA,2022,Kabba/Bunu,Kogi,7.907679558,938,22
Kabogi,2022,Mashegu,Niger,3.544681072,521,25
Kachako,2022,Takai,Kano,4.212788582,783,78
Kachia,2022,Kachia,Kaduna,5.225389004,1482,35
Kadagiwa,2022,Wurno,Sokoto,3.40834403,1947,65
Kadaura,2022,Birnin Gwari,Kaduna,4.695718765,568,23
Kade,2022,Shanga,Kebbi,3.016896725,1132,42
KADUNA,2022,Kaduna North,Kaduna,5.18115139,656,73
KAFANCHAN,2022,Jema'a,Kaduna,5.712870598,1608,5
Kafin,2022,Paikoro,Niger,5.617982388,372,35
Kagarko,2022,Kagarko,Kaduna,5.288734913,198,46
Kaiama,2022,Kaiama,Kwara,2.515751839,427,53
Kaingwa,2022,Arewa,Kebbi,2.700378656,447,38
Kainyehu,2022,Toto,Nasarawa,8.590491295,1164,56
Kajiji,2022,Shagari,Sokoto,3.0487957,1039,74
Kakangi,2022,Birnin Gwari,Kaduna,3.717256784,1369,12
Kala Kafra,2022,Kala/Balge,Borno,1.213922739,1618,75
Kalgo,2022,Kalgo,Kebbi,2.961368561,791,90
Kali,2022,Borgu,Niger,2.922796249,1334,77
Kalmai,2022,Billiri,Gombe,2.859174728,1443,26
Kamba,2022,Dandi,Kebbi,2.66402626,575,57
KANGI,2022,Shanga,Kebbi,3.409095764,1665,51
Kankara,2022,Kankara,Katsina,5.019392014,1011,60
Kankiya,2022,Kankia,Katsina,4.644546986,559,81
Kanya Baba,2022,Babura,Jigawa,4.731007576,524,47
Karagu,2022,Yunusari,Yobe,1.654516101,1602,49
Karama,2022,Gagarawa,Jigawa,4.177009106,839,83
Karauchi,2022,Maru,Zamfara,4.110992908,1114,43
Karaye,2022,Karaye,Kano,4.798665047,1678,55
Kare,2022,Fika,Yobe,2.661020994,1646,98
Kariari,2022,Bursari,Yobe,2.119203329,237,25
Karim Lamido,2022,Karim-Lamido,Taraba,3.04695034,1102,30
Karo,2022,Mokwa,Niger,3.24982214,1101,27
Karshi,2022,Abuja Municipal,Federal Capital Territory,6.790258884,794,27
Karunji,2022,Baruten,Kwara,2.158797741,975,93
Kataergi,2022,Katcha,Niger,5.363865376,141,7
Katagum,2022,Zaki,Bauchi,3.079759836,1653,36
Katami,2022,Silame,Sokoto,2.349553108,1995,75
Katamma,2022,Jakusko,Yobe,2.320537329,1350,51
KATSINA,2022,Katsina,Katsina,3.906672478,480,69
KATSINA ALA,2022,Katsina Ala,Benue,7.714910507,1422,5
Kaugama,2022,Kaugama,Jigawa,3.466913223,1806,11
Kaura Namoda,2022,Kaura Namoda,Zamfara,3.947388649,1076,38
Kazaure,2022,Kazaure,Jigawa,4.526754856,889,87
Keana,2022,Keana,Nasarawa,7.180353165,1969,9
Kebbe,2022,Kebbe,Sokoto,3.756393671,367,80
KEFFI,2022,Keffi,Nasarawa,6.586303711,1900,53
Keffin Hausa,2022,Kafin Hausa,Jigawa,3.794090748,1679,25
Kembu,2022,Ngaski,Kebbi,2.973249674,1018,21
Kende,2022,Bagudo,Kebbi,3.329699039,694,10
Kenu,2022,Baruten,Kwara,2.74050045,605,75
Kerun,2022,Bukkuyum,Zamfara,3.838401079,330,41
Kesangala,2022,Nganzai,Borno,1.261992693,115,95
Kilogbe,2022,Baruten,Kwara,2.629742622,144,93
Kinsha,2022,Gamawa,Bauchi,2.791995049,314,99
Kiri,2022,Shelleng,Adamawa,2.104394674,462,72
Kirikasama,2022,Kiri Kasama,Jigawa,3.143877268,1433,8
KISHI,2022,Irepo,Oyo,3.159692526,989,46
Kiyawa,2022,Kiyawa,Jigawa,4.147856712,1374,66
Kogin Baba,2022,Toungo,Adamawa,4.515102386,495,15
KOKO,2022,Shanga,Kebbi,2.906413794,249,95
Kokori,2022,Ethiope East,Delta,7.636947632,1260,32
Kokuwa,2022,Gulani,Yobe,2.390495539,866,48
Kombo,2022,Balanga,Gombe,2.479709625,1356,22
Konduga,2022,Konduga,Borno,1.674732208,1614,87
Konkul,2022,Maiha,Adamawa,0.846629977,1661,6
Konkwesso,2022,Borgu,Niger,2.388253927,1102,20
KONTAGORA,2022,Kontagora,Niger,3.022192955,1643,40
Kotonkoro,2022,Mariga,Niger,3.725443363,949,19
Kubacha,2022,Kagarko,Kaduna,6.009236813,771,21
Kubli,2022,Borgu,Niger,1.97571516,381,14
Kudan,2022,Kudan,Kaduna,3.974043608,196,98
Kujakwa,2022,Kuje,Federal Capital Territory,7.106920242,649,28
Kuje,2022,Abuja Municipal,Federal Capital Territory,6.318235874,810,62
Kukawa,2022,Kukawa,Borno,1.652903438,1846,90
Kumagunnam,2022,Yusufari,Yobe,2.605862856,366,78
Kumshe,2022,Bama,Borno,0.842477441,904,71
Kumuo,2022,Shira,Bauchi,3.746318579,651,36
Kunchi,2022,Kunchi,Kano,5.142755985,1071,68
Kunya,2022,Minjibir,Kano,4.568586826,1867,8
Kura,2022,Kura,Kano,4.668442249,1103,78
Kurama Suko,2022,Fakai,Kebbi,3.351411581,960,21
Kurdula,2022,Gudu,Sokoto,1.855425954,218,47
Kurfi,2022,Kurfi,Katsina,4.268410206,804,67
Kurua,2022,Tureta,Sokoto,3.750870943,563,69
Kurugin Maidowa,2022,Mariga,Niger,4.570469856,281,27
Kurukuru,2022,Sabon Birni,Sokoto,2.652897358,1302,10
Kusheriki,2022,Rafi,Niger,4.043023586,1664,90
Kutigi,2022,Lavun,Niger,4.596531868,1086,65
Kutiluko,2022,Agaie,Niger,5.857636929,1021,100
Kutiwenji,2022,Lavun,Niger,4.368587017,1656,99
Kwadaga,2022,Birnin Gwari,Kaduna,4.467586994,147,88
Kwajaffa Babur,2022,Hawul,Borno,0.633168578,313,9
Kwali,2022,Kwali,Federal Capital Territory,6.627428055,1353,54
Kware,2022,Kware,Sokoto,3.382682085,1716,36
Kwiambana,2022,Maru,Zamfara,3.943908691,1419,84
Kwolla,2022,Qua'an Pan,Plateau,6.020475864,189,7
Lafagu,2022,Bagudo,Kebbi,2.605959654,1793,74
Lafia,2022,Dekina,Kogi,9.267590523,726,79
LAFIAGI,2022,Edu,Kwara,5.263109207,747,18
LAGOS,2022,Eti-Osa,Lagos,6.959736824,1408,97
Lalupon,2022,Lagelu,Oyo,6.368187428,983,58
Lame,2022,Toro,Bauchi,4.442868233,597,81
Laminga,2022,Nasarawa,Nasarawa,7.334869862,360,83
Langtang,2022,Langtang North,Plateau,5.445138454,1984,25
Lanlate,2022,Ibarapa East,Oyo,6.096098423,773,39
Lantewa,2022,Tarmuwa,Yobe,1.641205549,424,40
Lapai,2022,Lapai,Niger,6.112389565,882,64
Lau,2022,Lau,Taraba,3.37532711,1162,94
Lema,2022,Arewa,Kebbi,2.711596966,1671,80
LERE,2022,Tafawa Balewa,Bauchi,4.499381065,1247,56
Letugbene,2022,Ekeremor,Bayelsa,6.008831501,170,17
Libba,2022,Maiyama,Kebbi,3.142867804,1926,6
Limanti,2022,Mafa,Borno,1.58473599,168,87
Little Gombi,2022,Gombi,Adamawa,1.543666005,1235,25
Ljaiye,2022,Itesiwaju,Oyo,4.225299358,1415,23
LOGOMANI,2022,Ngala,Borno,1.428304434,1696,67
LOKOJA,2022,Lokoja,Kogi,9.13049221,712,87
Lollo,2022,Bagudo,Kebbi,3.233916759,313,72
Madalla,2022,Suleja,Niger,6.279601574,696,70
Madara,2022,Katagum,Bauchi,2.749692917,1186,34
Mafa,2022,Mafa,Borno,1.638949871,487,86
Magami,2022,Gusau,Zamfara,4.330082893,130,13
Magumeri,2022,Magumeri,Borno,1.702204227,417,43
Mahuta,2022,Fakai,Kebbi,3.309823275,1024,25
Mai Gora,2022,Faskari,Katsina,4.371916771,1612,46
MAIDUGURI,2022,Maiduguri,Borno,1.373433113,1011,15
Maigatari,2022,Maigatari,Jigawa,3.465575933,440,40
Maiha,2022,Maiha,Adamawa,1.216453195,1036,64
Maimadi,2022,Alkaleri,Bauchi,2.900539875,1475,84
Mainok,2022,Kaga,Borno,1.653959394,621,10
Maiyema,2022,Maiyama,Kebbi,2.74284482,1796,11
MAKURDI,2022,Makurdi,Benue,8.214179993,1181,66
Mala,2022,Gassol,Taraba,5.563634872,1813,54
Malissa,2022,Gwandu,Kebbi,2.856251717,921,57
Mallamji,2022,Tureta,Sokoto,3.465254068,1568,67
Malum Maja,2022,Dikwa,Borno,1.468572378,1001,62
